Image, mV, nW, bps, GSR, valence, arousal
Landscapes_061_h,509.3077132733715,0.0,0.0,568.369764695194,4.98,4.59
Objects_186_v,509.38452445899253,0.0,0.0,571.6252955082742,4.55,4.83
Objects_046_h,509.26947196219214,0.0,0.0,568.7845133145506,5.14,5.71
Landscapes_120_v,510.2535006364794,0.0,0.0,587.1891252955082,8.31,2.4
People_028_h,508.90541155070486,0.0,0.0,586.049386084584,5.48,6.54
Landscapes_123_h,509.0327272727273,0.0,0.0,602.9926363636364,8.15,2.11
People_198_h,509.35265219061296,0.0,0.0,667.1280498509145,1.58,7.56
People_038_h,509.14105014105013,0.0,0.0,901.928291928292,1.73,8.5
Faces_234_h,509.3974370626193,0.0,0.0,857.7396164682359,7.37,5.76
Landscapes_054_h,509.292716195326,0.0,0.0,841.1123942893516,7.6,2.94
Landscapes_049_h,509.22497954731386,0.0,0.0,810.1548041087174,7.24,2.88
People_208_h,509.28512997636795,0.0,0.0,810.9174695509907,1.85,7.67
Animals_020_h,509.2727685875295,0.0,0.0,811.6629703690238,5.34,6.43
Landscapes_050_h,509.2806618783526,0.0,0.0,817.6941540140012,6.87,2.98
Faces_134_h,509.31336363636365,0.0,0.0,811.2921818181818,7.43,5.68
Objects_160_h,509.2009451967645,0.0,0.0,793.4269744615106,5.41,5.73
Animals_035_h,509.33618026530985,0.0,0.0,798.6577321461021,5.08,6.13
Animals_056_h,509.4558262134157,0.0,0.0,789.61516087984,1.86,7.5
Animals_090_h,509.1439869102809,0.0,0.0,786.789200981729,7.44,2.94
Landscapes_067_h,509.35145948895155,0.0,0.0,787.2797126489043,4.98,4.76
Landscapes_103_v,509.247502270663,0.0,0.0,765.7626702997276,7.83,2.43
People_130_h,509.35319265053664,0.0,0.0,752.8710205566673,7.17,5.74
Faces_159_h,509.3298491183421,0.0,0.0,769.9051990547173,1.93,7.37
Landscapes_097_v,509.1685464798981,0.0,0.0,758.4138621066036,7.6,2.71
Landscapes_104_h,509.304066903984,0.0,0.0,811.4539669381187,7.2,2.8
Objects_186_v,509.361601455869,0.0,0.0,753.3452229299363,4.55,4.83
Landscapes_123_h,509.2830531576556,0.0,0.0,757.8851431167651,8.15,2.11
Faces_202_v,509.2517985611511,0.0,0.0,750.3970494490484,4.56,4.85
People_198_h,509.25261339878193,0.0,0.0,815.5378601945278,1.58,7.56
People_110_h,509.32421377931286,0.0,0.0,802.9094710052718,8.11,2.68
Objects_132_h,509.27252067993817,0.0,0.0,784.3865103172438,2.88,6.76
Landscapes_120_v,509.30968622100954,0.0,0.0,783.2555707139609,8.31,2.4
People_127_h,509.4309984555283,0.0,0.0,796.7567002816389,2.15,7.62
Objects_014_h,509.1567896746046,0.0,0.0,839.3174877295037,5.12,5.73
People_201_v,509.25531721505183,0.0,0.0,922.4175604435558,1.87,7.51
Faces_149_v,509.503,0.0,0.0,856.8323636363637,2.3,7.61
Objects_046_h,509.12570441737864,0.0,0.0,871.7038720232684,5.14,5.71
Objects_146_h,509.25363636363636,0.0,0.0,842.7922727272727,4.48,4.88
People_211_v,509.142,0.0,0.0,951.3440909090909,1.88,7.63
People_028_h,509.335817504317,0.0,0.0,897.9119331091521,5.48,6.54
Faces_008_h,509.53469127943987,0.0,0.0,927.1423115395107,5.21,6.0
Objects_001_h,509.14921846601237,0.0,0.0,903.5837877135586,2.72,7.15
Landscapes_061_h,509.30205493587255,0.0,0.0,1017.8135115749794,4.98,4.59
Faces_134_h,509.06907535493264,0.0,0.0,880.4524026210412,7.43,5.68
Animals_020_h,508.51363636363635,0.0,0.0,888.606,5.34,6.43
Landscapes_050_h,508.934926838135,0.0,0.0,880.8167772425702,6.87,2.98
Animals_090_h,508.03665302410184,0.0,0.0,864.2633924511141,7.44,2.94
Landscapes_103_v,509.3835740892159,0.0,0.0,880.0764967747797,7.83,2.43
Animals_056_h,507.7087917083371,0.0,0.0,887.5434130375488,1.86,7.5
Faces_159_h,508.7876612756678,0.0,0.0,916.1189351262948,1.93,7.37
People_130_h,508.58122612334,0.0,0.0,886.7763325450246,7.17,5.74
People_208_h,507.1037084166515,0.0,0.0,905.1346118887475,1.85,7.67
Animals_035_h,509.24322850390837,0.0,0.0,905.8137611343392,5.08,6.13
Landscapes_067_h,509.433845594253,0.0,0.0,903.2728016731836,4.98,4.76
Landscapes_104_h,507.57580439920014,0.0,0.0,861.3622977640429,7.2,2.8
Objects_160_h,510.11015177678814,0.0,0.0,876.2452967372535,5.41,5.73
Landscapes_097_v,508.5921818181818,0.0,0.0,833.8433636363636,7.6,2.71
People_038_h,508.1525808796801,0.0,0.0,855.8729552889858,1.73,8.5
Landscapes_054_h,508.8209023103511,0.0,0.0,859.5120975077315,7.6,2.94
Landscapes_049_h,508.8828927046425,0.0,0.0,810.0766784773326,7.24,2.88
Faces_234_h,508.96800858306307,0.0,0.0,838.7907878374094,7.37,5.76
Objects_146_h,506.96375887816424,0.0,0.0,822.4911673647787,4.48,4.88
People_127_h,508.33415099482147,0.0,0.0,781.6421368220224,2.15,7.62
Landscapes_120_v,509.3126704235593,0.0,0.0,748.8239411016178,8.31,2.4
Objects_046_h,508.2881171015547,0.0,0.0,798.4633148468042,5.14,5.71
People_110_h,509.69021640298234,0.0,0.0,817.3243316966722,8.11,2.68
Faces_008_h,507.74784110535404,0.0,0.0,778.7977456594855,5.21,6.0
People_028_h,510.6783928733752,0.0,0.0,775.5515862194346,5.48,6.54
Landscapes_061_h,507.7367990548032,0.0,0.0,779.2081250568027,4.98,4.59
People_211_v,508.67760407198693,0.0,0.0,907.4608253044901,1.88,7.63
Objects_186_v,507.6409603492179,0.0,0.0,886.042015278283,4.55,4.83
People_201_v,509.91640163562016,0.0,0.0,867.6499772830532,1.87,7.51
Faces_149_v,508.3597017639571,0.0,0.0,862.0869248954356,2.3,7.61
Landscapes_123_h,508.84676174039424,0.0,0.0,880.4053047506585,8.15,2.11
Objects_132_h,509.0945699708455,0.0,0.0,842.6987062682216,2.88,6.76
Faces_202_v,508.4918211559433,0.0,0.0,851.1639403853144,4.56,4.85
Objects_014_h,508.7011546504228,0.0,0.0,836.0159105373216,5.12,5.73
People_198_h,507.5994907238996,0.0,0.0,951.8219352491815,1.58,7.56
Objects_001_h,508.8242788320772,0.0,0.0,1005.7749250516675,2.72,7.15
Animals_020_h,509.2851942851943,0.0,0.0,544.2529802529803,5.34,6.43
Landscapes_054_h,509.2559556282961,0.0,0.0,518.9944535370067,7.6,2.94
Animals_035_h,509.7951709900368,0.0,0.0,546.6143972713401,5.08,6.13
People_130_h,508.85797074786126,0.0,0.0,554.6349001931745,7.17,5.74
Faces_159_h,509.39898163302416,0.0,0.0,567.3921622113112,1.93,7.37
Landscapes_104_h,509.44720327421555,0.0,0.0,560.0981355161437,7.2,2.8
Landscapes_050_h,509.47020289327634,0.0,0.0,555.0262032572105,6.87,2.98
Faces_234_h,509.49555353901997,0.0,0.0,554.6115245009074,7.37,5.76
Landscapes_067_h,509.3283934903173,0.0,0.0,563.6886989726339,4.98,4.76
Faces_134_h,509.12109908106635,0.0,0.0,557.966700027295,7.43,5.68
Landscapes_049_h,509.7532951549859,0.0,0.0,551.6573947822925,7.24,2.88
Landscapes_103_v,509.0017246074249,0.0,0.0,568.6860306798584,7.83,2.43
Animals_090_h,509.3532781667728,0.0,0.0,550.0495589706284,7.44,2.94
Landscapes_097_v,509.3624124442827,0.0,0.0,577.516419539707,7.6,2.71
Objects_160_h,509.5004092025098,0.0,0.0,587.6782758934255,5.41,5.73
Animals_056_h,509.04112455645526,0.0,0.0,595.4770266581749,1.86,7.5
People_208_h,509.66152029788395,0.0,0.0,622.8847516120244,1.85,7.67
People_038_h,509.2826765509169,0.0,0.0,591.3546381193913,1.73,8.5
People_127_h,509.417894162575,0.0,0.0,611.6087470449172,2.15,7.62
Objects_146_h,509.40930993726704,0.0,0.0,578.3190290026366,4.48,4.88
Objects_186_v,509.3536784741144,0.0,0.0,562.9575840145322,4.55,4.83
Landscapes_123_h,509.48164009111616,0.0,0.0,564.9137129840547,8.15,2.11
Objects_046_h,509.4054964054964,0.0,0.0,626.1380471380471,5.14,5.71
People_198_h,509.16332274171583,0.0,0.0,672.3271901951883,1.58,7.56
Objects_132_h,509.55994178642896,0.0,0.0,614.7858832090232,2.88,6.76
Objects_001_h,509.53103698991185,0.0,0.0,635.8262292102154,2.72,7.15
Faces_149_v,509.13741706807235,0.0,0.0,637.2352994637826,2.3,7.61
Faces_202_v,509.188533527167,0.0,0.0,603.5146283845176,4.56,4.85
Faces_008_h,509.2965623863223,0.0,0.0,654.2575481993453,5.21,6.0
Landscapes_061_h,509.3393587065128,0.0,0.0,577.9772004723408,4.98,4.59
People_211_v,509.37845957756736,0.0,0.0,609.0587217771304,1.88,7.63
People_028_h,509.7639153727413,0.0,0.0,604.7351312085717,5.48,6.54
Landscapes_120_v,508.99154160982266,0.0,0.0,647.556889495225,8.31,2.4
People_201_v,509.29706123191704,0.0,0.0,621.6211445728323,1.87,7.51
People_110_h,509.32214948172395,0.0,0.0,587.4450809238043,8.11,2.68
Objects_014_h,509.34692855495626,0.0,0.0,659.8104952655655,5.12,5.73
Landscapes_104_h,504.2435384055333,0.0,0.0,355.9714233709501,7.2,2.8
Landscapes_049_h,504.7487733963293,0.0,0.0,357.13928766127566,7.24,2.88
Landscapes_054_h,504.56992180396435,0.0,0.0,354.520549190762,7.6,2.94
Animals_020_h,504.7966378918673,0.0,0.0,345.8416174466152,5.34,6.43
People_130_h,505.0103692923413,0.0,0.0,335.977987993451,7.17,5.74
Landscapes_103_v,505.1343934575193,0.0,0.0,330.75002271694683,7.83,2.43
Landscapes_097_v,504.53027272727275,0.0,0.0,324.51245454545455,7.6,2.71
Faces_134_h,505.3098527540447,0.0,0.0,319.2114161061625,7.43,5.68
Faces_159_h,504.658483360611,0.0,0.0,315.69849063466086,1.93,7.37
Animals_035_h,503.9442777929279,0.0,0.0,316.21998000181804,5.08,6.13
Faces_234_h,504.8999909082644,0.0,0.0,316.2031093735794,7.37,5.76
People_038_h,504.84985912932837,0.0,0.0,318.93810778878486,1.73,8.5
Objects_160_h,504.60986913849507,0.0,0.0,322.28298800436204,5.41,5.73
Animals_090_h,504.81554545454543,0.0,0.0,319.1996363636364,7.44,2.94
Animals_056_h,504.53430882486595,0.0,0.0,315.98473143688085,1.86,7.5
People_208_h,504.5836742114353,0.0,0.0,316.4004181438051,1.85,7.67
Landscapes_067_h,504.32014911802145,0.0,0.0,316.64911802145843,4.98,4.76
Landscapes_050_h,504.50062184505083,0.0,0.0,311.9162825859,6.87,2.98
Landscapes_120_v,504.0531730856779,0.0,0.0,312.4476008376582,8.31,2.4
People_127_h,505.29462013813156,0.0,0.0,315.87013813158853,2.15,7.62
Objects_146_h,503.84376136777007,0.0,0.0,321.3718624954529,4.48,4.88
Objects_001_h,504.3591677266945,0.0,0.0,326.6094857350536,2.72,7.15
Faces_149_v,504.7329514457174,0.0,0.0,332.7139479905437,2.3,7.61
People_211_v,504.6782988004362,0.0,0.0,334.33151581243186,1.88,7.63
Objects_014_h,504.75349936375204,0.0,0.0,335.6523359389202,5.12,5.73
Objects_132_h,504.4894062016914,0.0,0.0,332.21869600800215,2.88,6.76
Faces_008_h,504.4418794874125,0.0,0.0,347.86730891575024,5.21,6.0
Objects_186_v,504.71744069799144,0.0,0.0,353.228301372353,4.55,4.83
Landscapes_061_h,504.76722414106524,0.0,0.0,348.39829121977823,4.98,4.59
People_201_v,504.50022737608003,0.0,0.0,347.3019554342883,1.87,7.51
Landscapes_123_h,504.5102727272727,0.0,0.0,345.0213636363636,8.15,2.11
People_198_h,504.581717199308,0.0,0.0,339.23663844122734,1.58,7.56
People_110_h,504.84292337060265,0.0,0.0,331.7979274611399,8.11,2.68
Objects_046_h,504.61811238406983,0.0,0.0,340.4871794871795,5.14,5.71
People_028_h,504.97736775131796,0.0,0.0,343.34820941646973,5.48,6.54
Faces_202_v,505.03468430870333,0.0,0.0,477.43884272585325,4.56,4.85
Objects_160_h,507.1191992720655,0.0,0.0,1020.0,5.41,5.73
Landscapes_054_h,506.25770384510497,0.0,0.0,1020.0,7.6,2.94
Animals_020_h,507.0855299036539,0.0,0.0,1020.0,5.34,6.43
Animals_090_h,506.65054545454547,0.0,0.0,1020.0,7.44,2.94
Landscapes_097_v,506.51481279534715,0.0,0.0,1020.0,7.6,2.71
Landscapes_067_h,506.9773533424284,0.0,0.0,1020.0,4.98,4.76
Landscapes_104_h,506.1636363636364,0.0,0.0,1020.0,7.2,2.8
People_038_h,506.5785071370125,0.0,0.0,1020.0,1.73,8.5
People_208_h,506.7734460196292,0.0,0.0,1020.0,1.85,7.67
Faces_159_h,506.65175893100627,0.0,0.0,1020.0,1.93,7.37
Faces_234_h,506.603763294246,0.0,0.0,1020.0,7.37,5.76
Landscapes_050_h,506.658616306519,0.0,0.0,1020.0,6.87,2.98
Landscapes_103_v,506.66484765802636,0.0,0.0,1020.0,7.83,2.43
People_130_h,506.6776160145587,0.0,0.0,1020.0,7.17,5.74
Animals_056_h,506.28196035642844,0.0,0.0,1020.0,1.86,7.5
Landscapes_049_h,506.77023712183154,0.0,0.0,1020.0,7.24,2.88
Animals_035_h,506.8195618580129,0.0,0.0,1020.0,5.08,6.13
Faces_134_h,506.5175919830298,0.0,0.0,1020.0,7.43,5.68
Faces_149_v,506.6150273224044,0.0,0.0,1020.0,2.3,7.61
Objects_001_h,506.77128577919126,0.0,0.0,1020.0,2.72,7.15
Landscapes_120_v,506.5357337697763,0.0,0.0,1020.0,8.31,2.4
Landscapes_061_h,506.5496453900709,0.0,0.0,1020.0,4.98,4.59
People_198_h,506.8408471187057,0.0,0.0,1020.0,1.58,7.56
Objects_046_h,507.61530769930005,0.0,0.0,1020.0,5.14,5.71
People_201_v,505.71867612293147,0.0,0.0,1020.0,1.87,7.51
People_110_h,506.7011630019989,0.0,0.0,1020.0,8.11,2.68
Objects_186_v,506.42089470812874,0.0,0.0,1020.0,4.55,4.83
Landscapes_123_h,506.22436363636365,0.0,0.0,1020.0,8.15,2.11
People_127_h,506.4813266696956,0.0,0.0,1020.0,2.15,7.62
Objects_132_h,506.95825375170534,0.0,0.0,1020.0,2.88,6.76
Faces_202_v,506.4282727272727,0.0,0.0,1020.0,4.56,4.85
Objects_014_h,506.3756700281639,0.0,0.0,1020.0,5.12,5.73
People_211_v,506.69102657444483,0.0,0.0,1020.0,1.88,7.63
Faces_008_h,507.09001636661213,0.0,0.0,1020.0,5.21,6.0
People_028_h,506.165196836076,0.0,0.0,1020.0,5.48,6.54
Objects_146_h,506.2786861769161,0.0,0.0,1020.0,4.48,4.88
People_208_h,505.4434838005096,0.0,0.0,448.19475791772845,1.85,7.67
Landscapes_050_h,506.646406832016,0.0,0.0,434.7437994003816,6.87,2.98
Landscapes_097_v,505.7111030280986,0.0,0.0,377.32108756933707,7.6,2.71
Animals_090_h,506.4100209147949,0.0,0.0,346.5793398199509,7.44,2.94
Objects_160_h,506.8126646679386,0.0,0.0,326.18860724993186,5.41,5.73
People_130_h,506.55550504591326,0.0,0.0,326.25438676243294,7.17,5.74
Landscapes_067_h,506.3222404073468,0.0,0.0,306.03136933988,4.98,4.76
Animals_056_h,505.8319243705118,0.0,0.0,294.5838560130897,1.86,7.5
Landscapes_054_h,505.62682904662364,0.0,0.0,290.8736708170499,7.6,2.94
People_038_h,506.66821155943296,0.0,0.0,280.098782260996,1.73,8.5
Animals_035_h,506.12743314535203,0.0,0.0,270.3108968528288,5.08,6.13
Landscapes_103_v,505.9017808468108,0.0,0.0,253.0536979829184,7.83,2.43
Faces_234_h,507.2444747612551,0.0,0.0,238.63747157799,7.37,5.76
Landscapes_049_h,505.5560807125977,0.0,0.0,275.392383203054,7.24,2.88
Animals_020_h,506.4435857805255,0.0,0.0,357.87007909809984,5.34,6.43
Faces_134_h,505.7729832848837,0.0,0.0,386.66533430232556,7.43,5.68
Landscapes_104_h,507.12395492548166,0.0,0.0,366.44229371137766,7.2,2.8
Faces_159_h,506.05821099351317,0.0,0.0,372.3482661073989,1.93,7.37
Objects_186_v,507.2305378304467,0.0,0.0,323.1049225159526,4.55,4.83
Faces_202_v,505.4672786766043,0.0,0.0,355.9936375204508,4.56,4.85
Landscapes_061_h,506.5253682487725,0.0,0.0,364.34124386252046,4.98,4.59
People_211_v,506.4102400873045,0.0,0.0,398.3698617679156,1.88,7.63
People_198_h,506.52721984913205,0.0,0.0,466.44042533854406,1.58,7.56
People_028_h,506.24586739327884,0.0,0.0,450.0683015440509,5.48,6.54
Faces_149_v,506.62776312198673,0.0,0.0,464.8594560174657,2.3,7.61
Landscapes_120_v,506.74373183139534,0.0,0.0,437.52561773255815,8.31,2.4
Objects_014_h,506.15640629262526,0.0,0.0,441.52523415476946,5.12,5.73
Objects_046_h,507.1219201745613,0.0,0.0,400.9289935448677,5.14,5.71
Objects_146_h,506.0649208947081,0.0,0.0,372.553009638116,4.48,4.88
Objects_001_h,506.1758401453224,0.0,0.0,381.5154405086285,2.72,7.15
People_201_v,506.1726396216118,0.0,0.0,414.9686192468619,1.87,7.51
Landscapes_123_h,506.27014002545917,0.0,0.0,380.0361883978905,8.15,2.11
People_127_h,506.40437903152537,0.0,0.0,389.76796583992007,2.15,7.62
Objects_132_h,506.78353797180534,0.0,0.0,391.4665757162347,2.88,6.76
People_110_h,506.01889878248227,0.0,0.0,386.4233145556969,8.11,2.68
Faces_008_h,506.8384771462099,0.0,0.0,542.5609158857975,5.21,6.0
Landscapes_049_h,508.586701789445,0.0,0.0,282.0832046507403,7.24,2.88
Animals_035_h,507.8921720156378,0.0,0.0,290.1051913810346,5.08,6.13
Animals_090_h,510.7530449009271,0.0,0.0,281.8912015997091,7.44,2.94
Landscapes_097_v,509.4520535470358,0.0,0.0,266.1721154721792,7.6,2.71
Faces_234_h,509.9714519501773,0.0,0.0,261.6263296663333,7.37,5.76
Landscapes_054_h,509.2388914129941,0.0,0.0,259.2827805542935,7.6,2.94
People_130_h,508.9586326029639,0.0,0.0,251.58359850895536,7.17,5.74
Landscapes_067_h,509.6048181818182,0.0,0.0,254.2881818181818,4.98,4.76
Landscapes_104_h,509.267,0.0,0.0,269.7792727272727,7.2,2.8
Faces_159_h,509.71656976744185,0.0,0.0,298.01208212209303,1.93,7.37
Faces_134_h,509.33509042988277,0.0,0.0,288.1065164046169,7.43,5.68
Animals_056_h,509.3134722095879,0.0,0.0,355.816246702447,1.86,7.5
Animals_020_h,509.40325513729766,0.0,0.0,324.6891252955083,5.34,6.43
People_208_h,509.6281142025823,0.0,0.0,308.7665030005455,1.85,7.67
Landscapes_103_v,509.20127214902317,0.0,0.0,333.95692866878693,7.83,2.43
People_038_h,509.3437244387894,0.0,0.0,331.33718076888124,1.73,8.5
Landscapes_050_h,509.52444565612507,0.0,0.0,319.77017448200655,6.87,2.98
Objects_160_h,509.3969763472324,0.0,0.0,344.8233601560595,5.41,5.73
Faces_149_v,509.4630371449381,0.0,0.0,337.4788783685361,2.3,7.61
People_110_h,508.3605961468557,0.0,0.0,336.8370592511814,8.11,2.68
Objects_046_h,509.2446789157722,0.0,0.0,347.127796980171,5.14,5.71
People_198_h,510.70548131988,0.0,0.0,349.5830379056449,1.58,7.56
Landscapes_123_h,509.82687761411165,0.0,0.0,369.70885615566465,8.15,2.11
Objects_001_h,509.0682603163061,0.0,0.0,368.13197600436285,2.72,7.15
People_127_h,512.2815736870798,0.0,0.0,397.3398146465564,2.15,7.62
Objects_132_h,505.400800145481,0.0,0.0,390.6548463356974,2.88,6.76
People_028_h,510.5446534023803,0.0,0.0,384.1731625329336,5.48,6.54
Landscapes_120_v,509.0754751295808,0.0,0.0,366.29444393925615,8.31,2.4
Faces_008_h,512.0732793890354,0.0,0.0,388.58814437676153,5.21,6.0
People_211_v,508.14336363636363,0.0,0.0,365.167,1.88,7.63
Objects_014_h,508.06407343451787,0.0,0.0,424.7966918113242,5.12,5.73
People_201_v,509.98054722297974,0.0,0.0,418.48313789655487,1.87,7.51
Objects_146_h,509.70798472171697,0.0,0.0,420.7849217897417,4.48,4.88
Landscapes_061_h,512.2205962552263,0.0,0.0,491.2760407198691,4.98,4.59
Faces_202_v,507.6991182619762,0.0,0.0,453.558676483956,4.56,4.85
Objects_186_v,509.3355534797913,0.0,0.0,633.2145177108611,4.55,4.83
Animals_035_h,505.53776847469965,0.0,0.0,337.1222242446305,5.08,6.13
People_208_h,506.5877647486592,0.0,0.0,334.78911008090176,1.85,7.67
Faces_159_h,504.5243592074168,0.0,0.0,326.26349754590075,1.93,7.37
Landscapes_103_v,506.9765625,0.0,0.0,289.5146257267442,7.83,2.43
People_130_h,504.45638926784903,0.0,0.0,258.2701227830832,7.17,5.74
Landscapes_050_h,506.7106243751704,0.0,0.0,229.97209851858585,6.87,2.98
Landscapes_067_h,505.70221858519733,0.0,0.0,210.46917621385705,4.98,4.76
Objects_160_h,506.2746773313943,0.0,0.0,223.353844755499,5.41,5.73
People_038_h,505.9175529497318,0.0,0.0,209.69702754295065,1.73,8.5
Landscapes_054_h,505.58527941844613,0.0,0.0,197.25452067242162,7.6,2.94
Animals_020_h,505.57557029900937,0.0,0.0,185.78742161228755,5.34,6.43
Animals_090_h,505.612040742088,0.0,0.0,178.1103128410331,7.44,2.94
Animals_056_h,506.0404692615497,0.0,0.0,192.3456711531466,1.86,7.5
Faces_134_h,505.6340997909661,0.0,0.0,178.36062891938562,7.43,5.68
Faces_234_h,505.99227693985097,0.0,0.0,184.6978011993458,7.37,5.76
Landscapes_049_h,506.00318123977456,0.0,0.0,223.59852754044718,7.24,2.88
Landscapes_104_h,506.531122217174,0.0,0.0,204.2296228986824,7.2,2.8
Landscapes_097_v,506.268887479881,0.0,0.0,411.15158757255034,7.6,2.71
Objects_014_h,505.8115030535047,0.0,0.0,355.5691368152402,5.12,5.73
Objects_046_h,506.9882673942701,0.0,0.0,330.93087767166895,5.14,5.71
People_198_h,504.8668302881556,0.0,0.0,310.99072811562587,1.58,7.56
People_028_h,506.14098480021846,0.0,0.0,266.6413033585146,5.48,6.54
Objects_001_h,506.2813380601763,0.0,0.0,238.5518589219162,2.72,7.15
People_201_v,507.1284779050736,0.0,0.0,223.64820876523004,1.87,7.51
People_127_h,505.4391861204469,0.0,0.0,205.8506676355709,2.15,7.62
Faces_149_v,505.6422076741226,0.0,0.0,192.22704128023278,2.3,7.61
Objects_186_v,506.1186795198254,0.0,0.0,188.9917242633685,4.55,4.83
Faces_202_v,506.1747387551113,0.0,0.0,244.1774647887324,4.56,4.85
People_211_v,506.91093338180497,0.0,0.0,270.4823230028174,1.88,7.63
People_110_h,505.49886353304845,0.0,0.0,271.2082916628784,8.11,2.68
Faces_008_h,506.0654724015641,0.0,0.0,274.4403019005183,5.21,6.0
Landscapes_123_h,507.058,0.0,0.0,274.106,8.15,2.11
Landscapes_120_v,505.4288050885961,0.0,0.0,257.6145388459791,8.31,2.4
Objects_132_h,506.09193416386285,0.0,0.0,239.57433845594252,2.88,6.76
Objects_146_h,506.81054545454543,0.0,0.0,220.40872727272728,4.48,4.88
Landscapes_061_h,505.73316277289223,0.0,0.0,594.0419158125165,4.98,4.59
Landscapes_104_h,504.3938677099445,0.0,0.0,575.735510872532,7.2,2.8
Landscapes_054_h,504.18488921176896,0.0,0.0,567.5360515800944,7.6,2.94
Landscapes_103_v,504.7668667030369,0.0,0.0,565.608292416803,7.83,2.43
People_038_h,504.29988182892464,0.0,0.0,563.7687482956095,1.73,8.5
Landscapes_097_v,504.3919054115507,0.0,0.0,557.405638926785,7.6,2.71
Faces_159_h,504.3758065982005,0.0,0.0,568.4085249477415,1.93,7.37
Animals_056_h,504.90474455878336,0.0,0.0,551.3299335215372,1.86,7.5
Objects_160_h,504.4793688219824,0.0,0.0,558.3850548653305,5.41,5.73
People_130_h,504.82769901853874,0.0,0.0,559.7059251181389,7.17,5.74
Animals_090_h,504.19466690935565,0.0,0.0,543.1956680014562,7.44,2.94
Faces_134_h,504.2316851481549,0.0,0.0,522.1178876567897,7.43,5.68
Landscapes_049_h,504.573063300336,0.0,0.0,513.0835528108255,7.24,2.88
Animals_035_h,504.1772888444404,0.0,0.0,545.520683698518,5.08,6.13
Landscapes_067_h,504.28814484578294,0.0,0.0,551.2280957146756,4.98,4.76
Animals_020_h,504.19471437653254,0.0,0.0,527.4012351285079,5.34,6.43
People_208_h,504.06424606424605,0.0,0.0,524.999908999909,1.85,7.67
Landscapes_050_h,505.3113576429935,0.0,0.0,516.5395107756661,6.87,2.98
Faces_234_h,503.9333365844143,0.0,0.0,527.6734614259241,7.37,5.76
People_110_h,503.9090578060992,0.0,0.0,546.0308602639964,8.11,2.68
People_201_v,504.5358538580387,0.0,0.0,532.9565573025538,1.87,7.51
Objects_146_h,504.5688573766021,0.0,0.0,517.9270975365876,4.48,4.88
Faces_202_v,504.3942421215148,0.0,0.0,511.6673326673327,4.56,4.85
Objects_046_h,504.62871692279714,0.0,0.0,503.07065563335453,5.14,5.71
People_198_h,504.7384027651446,0.0,0.0,509.3323631071494,1.58,7.56
People_211_v,504.2534750613246,0.0,0.0,511.25147633324246,1.88,7.63
Objects_014_h,505.55551514049284,0.0,0.0,503.69100663817403,5.12,5.73
Objects_001_h,503.01999818198345,0.0,0.0,522.8225615853104,2.72,7.15
People_028_h,504.54564466266595,0.0,0.0,674.8840698308784,5.48,6.54
Landscapes_061_h,504.0039967299482,0.0,0.0,790.7435734399128,4.98,4.59
Faces_008_h,504.26915734933186,0.0,0.0,750.9213707844741,5.21,6.0
Objects_186_v,505.6045115517555,0.0,0.0,692.3499181371657,4.55,4.83
Faces_149_v,503.21103335453967,0.0,0.0,675.4050713441789,2.3,7.61
Landscapes_123_h,504.52567014993184,0.0,0.0,655.8166288050886,8.15,2.11
Landscapes_120_v,504.425586043976,0.0,0.0,632.0337997455933,8.31,2.4
Objects_132_h,503.9548803784226,0.0,0.0,615.1364504684799,2.88,6.76
People_127_h,504.1252384869263,0.0,0.0,813.9532343776132,2.15,7.62
Landscapes_104_h,508.12338489535944,0.0,0.0,569.6020018198362,7.2,2.8
Faces_159_h,507.98645331393766,0.0,0.0,577.9962723883989,1.93,7.37
Animals_035_h,508.1361280349186,0.0,0.0,552.0636537237428,5.08,6.13
Objects_160_h,507.9240276263177,0.0,0.0,541.7982551799346,5.41,5.73
Animals_056_h,507.84134921356485,0.0,0.0,560.9022638421675,1.86,7.5
Animals_020_h,508.0362661334303,0.0,0.0,555.8339392837665,5.34,6.43
People_038_h,508.2450258926138,0.0,0.0,536.1970564186427,1.73,8.5
Animals_090_h,507.9912703464581,0.0,0.0,524.0201873238155,7.44,2.94
Landscapes_054_h,507.9699918159498,0.0,0.0,524.485950713831,7.6,2.94
Landscapes_103_v,508.60105368334996,0.0,0.0,552.2632391679535,7.83,2.43
Landscapes_050_h,507.6735120399818,0.0,0.0,546.866424352567,6.87,2.98
People_130_h,508.14264919941775,0.0,0.0,542.3134097525473,7.17,5.74
People_208_h,507.96936363636365,0.0,0.0,545.4971818181818,1.85,7.67
Landscapes_049_h,507.77467986558895,0.0,0.0,534.9843792571065,7.24,2.88
Landscapes_097_v,508.58883940743436,0.0,0.0,528.097155321276,7.6,2.71
Faces_234_h,507.4496680912976,0.0,0.0,545.8643266345367,7.37,5.76
Faces_134_h,508.1017381017381,0.0,0.0,579.5317135317135,7.43,5.68
Landscapes_067_h,508.00714529581035,0.0,0.0,537.8872847875921,4.98,4.76
Faces_008_h,507.3746245562938,0.0,0.0,526.8419040684445,5.21,6.0
Objects_046_h,507.8864132411786,0.0,0.0,543.554292469989,5.14,5.71
Landscapes_123_h,507.599255019533,0.0,0.0,546.928954301808,8.15,2.11
Objects_146_h,508.5815834924098,0.0,0.0,540.0965366784837,4.48,4.88
