Image, mV, nW, bps, GSR, valence, arousal
People_110_h,0.0,1.0239598797012803,0.0,126113.38230683772,8.11,2.68
People_127_h,0.0,-1.5293139557195472,0.0,123126.79809028469,2.15,7.62
People_211_v,0.0,-0.3569814483157894,0.0,124898.40366314189,1.88,7.63
People_198_h,0.0,0.45472511319858167,0.0,125485.78610067512,1.58,7.56
Faces_149_v,0.0,-0.45487476995726506,0.0,124934.39085329829,2.3,7.61
Objects_132_h,0.0,0.376986480286932,0.0,120815.46671803588,2.88,6.76
People_201_v,0.0,-0.16353198880512096,0.0,120474.78821562542,1.87,7.51
Landscapes_123_h,0.0,0.07354031936557606,0.0,122010.16142527504,8.15,2.11
Objects_146_h,0.0,0.6040949819176131,0.0,121454.04207056273,4.48,4.88
Objects_186_v,0.0,-0.28652484248079624,0.0,117964.39989988772,4.55,4.83
Faces_202_v,0.0,-0.004884222897574285,0.0,101943.11596619058,4.56,4.85
Landscapes_103_v,0.0,0.8768270166150566,0.0,175026.22147003614,7.83,2.43
Animals_056_h,0.0,-0.20839332073863626,0.0,159126.9923950844,1.86,7.5
Landscapes_049_h,0.0,-0.16136049874537675,0.0,166345.2473758964,7.24,2.88
Objects_160_h,0.0,-0.006710692328125045,0.0,185236.81728925667,5.41,5.73
People_038_h,0.0,0.14845062787148927,0.0,205679.7995076401,1.73,8.5
Landscapes_050_h,0.0,-0.5510508017045452,0.0,218961.1923859018,6.87,2.98
Landscapes_104_h,0.0,0.37001809943181835,0.0,222058.55209053733,7.2,2.8
Landscapes_054_h,0.0,-0.6144215367852068,0.0,208373.78012640783,7.6,2.94
Animals_035_h,0.0,0.40680048384943196,0.0,217374.1448954784,5.08,6.13
People_130_h,0.0,0.1618871852859176,0.0,236121.59278831835,7.17,5.74
Faces_134_h,0.0,-0.09910201106534089,0.0,253020.48659939878,7.43,5.68
Landscapes_067_h,0.0,-0.2922668403551135,0.0,268073.496425716,4.98,4.76
Animals_020_h,0.0,0.7640130694759207,0.0,289300.1504415095,5.34,6.43
Faces_159_h,0.0,-0.09748074947937418,0.0,298839.66899564554,1.93,7.37
Animals_090_h,0.0,-0.004830217471834956,0.0,310838.0166013332,7.44,2.94
Landscapes_097_v,0.0,-0.24083028148936156,0.0,327870.9867169288,7.6,2.71
People_208_h,0.0,-0.2206630794232953,0.0,320406.7768330634,1.85,7.67
Faces_234_h,0.0,0.1811052242938691,0.0,182065.99715015932,7.37,5.76
Objects_132_h,0.0,-0.19010948697289584,0.0,166704.17875275484,2.88,6.76
Objects_001_h,0.0,-0.21981010246808527,0.0,168886.53001336724,2.72,7.15
Objects_046_h,0.0,0.044565503042674405,0.0,184481.8625390104,5.14,5.71
Landscapes_123_h,0.0,0.3486721405248226,0.0,194543.337393744,8.15,2.11
People_028_h,0.0,-0.017452589928876373,0.0,208600.2836270049,5.48,6.54
Faces_008_h,0.0,-0.5107307976529162,0.0,210109.23655352695,5.21,6.0
People_211_v,0.0,-0.21298344508522724,0.0,223769.44679543297,1.88,7.63
Faces_202_v,0.0,0.7139108086122158,0.0,227835.02656133418,4.56,4.85
Objects_186_v,0.0,0.3350890946355116,0.0,234933.7220296958,4.55,4.83
Faces_149_v,0.0,-0.2750865692340428,0.0,242207.00115261722,2.3,7.61
Objects_146_h,0.0,-0.813801873295875,0.0,247769.5075950282,4.48,4.88
People_201_v,0.0,0.49160615659517065,0.0,234165.6217234253,1.87,7.51
People_110_h,0.0,-0.11099276599431813,0.0,246101.5464311131,8.11,2.68
Landscapes_061_h,0.0,0.2313243627911933,0.0,259808.52790401215,4.98,4.59
People_127_h,0.0,0.1163864728307254,0.0,272887.6542948292,2.15,7.62
Landscapes_120_v,0.0,-0.18104158757894748,0.0,283595.83897149924,8.31,2.4
People_198_h,0.0,-0.08922502638297858,0.0,291990.7800518125,1.58,7.56
Objects_014_h,0.0,-0.04347454529709461,0.0,97815.06103284704,5.12,5.73
Objects_160_h,0.0,-0.2610849715863636,0.0,148768.7496086923,5.41,5.73
Faces_234_h,0.0,-0.7755488278053978,0.0,150222.08196642032,7.37,5.76
Landscapes_054_h,0.0,-0.19427590241903417,0.0,154958.2069426843,7.6,2.94
Animals_020_h,0.0,0.26174192572443183,0.0,153054.3777030594,5.34,6.43
Landscapes_103_v,0.0,-0.03792277094950355,0.0,154997.33068543233,7.83,2.43
People_130_h,0.0,-0.2285092862645803,0.0,163098.21864962095,7.17,5.74
Landscapes_097_v,0.0,0.4130698632883524,0.0,157897.9444315607,7.6,2.71
People_208_h,0.0,0.13645591849786615,0.0,159761.66513996507,1.85,7.67
Animals_035_h,0.0,-0.29953482719887164,0.0,161236.8952906024,5.08,6.13
Landscapes_050_h,0.0,-0.5030250090000001,0.0,160050.9545937284,6.87,2.98
Faces_159_h,0.0,0.3872924922170214,0.0,161624.84610090504,1.93,7.37
People_038_h,0.0,0.399173023129303,0.0,164209.89620753602,1.73,8.5
Faces_134_h,0.0,-0.35658987985795465,0.0,165715.39855668435,7.43,5.68
Landscapes_049_h,0.0,0.36156285933191484,0.0,161659.3324250164,7.24,2.88
Landscapes_067_h,0.0,-0.8144822062921986,0.0,164486.1463036876,4.98,4.76
Animals_090_h,0.0,1.0344245205547653,0.0,168962.21857713873,7.44,2.94
Landscapes_104_h,0.0,-0.34625912926173535,0.0,171034.2110170502,7.2,2.8
Animals_056_h,0.0,-0.047468990509440485,0.0,159960.51741981323,1.86,7.5
Objects_186_v,0.0,0.4753590397943019,0.0,165235.02275811217,4.55,4.83
Objects_014_h,0.0,-0.5705098359365056,0.0,160264.69327455276,5.12,5.73
People_110_h,0.0,0.8797879089346591,0.0,162975.24254946335,8.11,2.68
People_201_v,0.0,-0.6938943537347518,0.0,163381.94633597083,1.87,7.51
Objects_132_h,0.0,-0.08815955668091169,0.0,161960.43055210105,2.88,6.76
People_127_h,0.0,-0.10103365926950368,0.0,162356.76511665114,2.15,7.62
People_198_h,0.0,0.2463807758605975,0.0,155843.28262190957,1.58,7.56
Faces_008_h,0.0,0.2671063605744681,0.0,158458.73754298207,5.21,6.0
Objects_046_h,0.0,-0.14370624727083925,0.0,153262.25664911332,5.14,5.71
Landscapes_120_v,0.0,0.3085351841235795,0.0,149933.85765431102,8.31,2.4
Landscapes_123_h,0.0,-0.6794488903954482,0.0,151646.91656705545,8.15,2.11
People_028_h,0.0,-0.06901392041335243,0.0,152009.2712622204,5.48,6.54
Objects_001_h,0.0,0.09982964484232952,0.0,152098.38751933092,2.72,7.15
Landscapes_061_h,0.0,0.17638865100085088,0.0,152947.2355305121,4.98,4.59
Faces_202_v,0.0,-0.023403811048295416,0.0,155007.60121346093,4.56,4.85
Faces_149_v,0.0,-0.24098663820283692,0.0,148316.78504319928,2.3,7.61
Objects_146_h,0.0,0.046304585189458625,0.0,147467.97152044447,4.48,4.88
People_211_v,0.0,-0.007873127374265258,0.0,120893.17280508946,1.88,7.63
Landscapes_054_h,0.0,0.6063611763352277,0.0,340899.79068092734,7.6,2.94
Animals_020_h,0.0,-0.1617728853991479,0.0,353095.2958024917,5.34,6.43
Landscapes_104_h,0.0,-0.14335258130199383,0.0,378715.39906426746,7.2,2.8
People_038_h,0.0,-0.39079418432812524,0.0,406349.9326357913,1.73,8.5
Faces_134_h,0.0,-0.6291093948863636,0.0,438279.034888653,7.43,5.68
Animals_090_h,0.0,-0.3986743500539004,0.0,469129.14180708426,7.44,2.94
Landscapes_067_h,0.0,2.2162559895234706,0.0,516689.7872608695,4.98,4.76
Faces_159_h,0.0,-0.4883218047727271,0.0,560574.6907934068,1.93,7.37
People_130_h,0.0,-0.6880912428022758,0.0,611524.337512929,7.17,5.74
Animals_056_h,0.0,0.07299911674715903,0.0,655232.2171845493,1.86,7.5
Objects_160_h,0.0,0.2358436968748939,0.0,715232.248527156,5.41,5.73
Landscapes_050_h,0.0,0.16231534882102275,0.0,733040.4288764668,6.87,2.98
Animals_035_h,0.0,0.16172073944096715,0.0,780460.5101014951,5.08,6.13
Landscapes_103_v,0.0,0.29291235400710375,0.0,726628.9206750108,7.83,2.43
Landscapes_097_v,0.0,0.889605222674253,0.0,750083.8793696135,7.6,2.71
People_208_h,0.0,-0.7999669016312053,0.0,791674.3741024459,1.85,7.67
Landscapes_049_h,0.0,-0.08714699285511317,0.0,808220.4168477047,7.24,2.88
Faces_234_h,0.0,-0.2232573732146119,0.0,391262.39414371055,7.37,5.76
Landscapes_123_h,0.0,1.0060902837837833,0.0,-163420.0110501105,8.15,2.11
People_201_v,0.0,-0.7539870988636367,0.0,-372475.7004861176,1.87,7.51
Faces_149_v,0.0,-0.8228716788920457,0.0,-573657.1882904929,2.3,7.61
Objects_046_h,0.0,-0.0670508562617355,0.0,-579567.6487934358,5.14,5.71
People_028_h,0.0,1.256493031321986,0.0,-620995.828902769,5.48,6.54
Faces_008_h,0.0,-2.4084195667045454,0.0,-745973.3380268789,5.21,6.0
People_110_h,0.0,2.3509239716216217,0.0,-697651.7345739974,8.11,2.68
Objects_014_h,0.0,-1.1958233058096595,0.0,-820805.8654936389,5.12,5.73
Faces_202_v,0.0,1.145888181404255,0.0,-864684.5330130731,4.56,4.85
Objects_132_h,0.0,-0.2828032962499999,0.0,-859326.3505555115,2.88,6.76
Landscapes_061_h,0.0,-0.46986331724431823,0.0,-889983.2040613639,4.98,4.59
Objects_186_v,0.0,0.7972626969758178,0.0,-876265.0964715811,4.55,4.83
People_211_v,0.0,-0.15984643756657155,0.0,-883645.8889093627,1.88,7.63
People_127_h,0.0,-0.7162399517045458,0.0,-878499.1249287246,2.15,7.62
Objects_001_h,0.0,0.4626110152056738,0.0,-920153.8987031125,2.72,7.15
People_198_h,0.0,-0.9457159024916192,0.0,-915036.0282628781,1.58,7.56
Objects_146_h,0.0,0.9703692625561876,0.0,-919289.7117345333,4.48,4.88
Landscapes_120_v,0.0,-0.0649067343544309,0.0,176588.7158559968,8.31,2.4
Faces_134_h,0.0,0.02720057591749642,0.0,115145.04679027013,7.43,5.68
People_208_h,0.0,-0.00491740041761341,0.0,110305.57514465509,1.85,7.67
Animals_035_h,0.0,0.16425935119914659,0.0,111394.73390110325,5.08,6.13
Landscapes_067_h,0.0,-0.6034536352468085,0.0,113068.10561778116,4.98,4.76
Faces_159_h,0.0,0.7635680616879433,0.0,114325.7488237267,1.93,7.37
Animals_020_h,0.0,-0.5225687131678526,0.0,114616.16134989554,5.34,6.43
Landscapes_104_h,0.0,-0.1405118164438122,0.0,116572.69942553711,7.2,2.8
People_038_h,0.0,0.17107195446022724,0.0,114738.47901707434,1.73,8.5
Landscapes_097_v,0.0,-0.9375558949914772,0.0,112199.95254274654,7.6,2.71
Animals_056_h,0.0,1.2961191595596593,0.0,111812.68481882325,1.86,7.5
Landscapes_103_v,0.0,-1.5160602228992912,0.0,110694.90307717164,7.83,2.43
Animals_090_h,0.0,1.4127303918581562,0.0,110916.88331761927,7.44,2.94
Faces_234_h,0.0,-1.6600272705120909,0.0,111381.85212201532,7.37,5.76
Landscapes_054_h,0.0,0.9785637815411935,0.0,105117.93185016802,7.6,2.94
People_130_h,0.0,0.04694143907254665,0.0,104582.86532972568,7.17,5.74
Objects_160_h,0.0,-0.7627648787624468,0.0,103926.7316187737,5.41,5.73
Landscapes_049_h,0.0,1.1337750151846584,0.0,102942.20010129859,7.24,2.88
Landscapes_050_h,0.0,0.18290289446136265,0.0,104770.67827506154,6.87,2.98
People_211_v,0.0,-0.7459547346230442,0.0,104538.53054662797,1.88,7.63
People_201_v,0.0,-0.24938954001422475,0.0,103399.87326873482,1.87,7.51
People_198_h,0.0,-0.9354726882670451,0.0,102451.32141845515,1.58,7.56
Faces_202_v,0.0,1.5103240627801418,0.0,103727.25572728581,4.56,4.85
Faces_149_v,0.0,-0.004908414651493636,0.0,103727.8680532294,2.3,7.61
Objects_146_h,0.0,0.002564693806818109,0.0,101022.41407723913,4.48,4.88
Objects_132_h,0.0,-0.27718217026988673,0.0,96243.32872689218,2.88,6.76
People_110_h,0.0,-0.4600555585511369,0.0,96419.99051060378,8.11,2.68
People_028_h,0.0,1.110756752269503,0.0,97240.3647649944,5.48,6.54
Landscapes_120_v,0.0,-0.6633746201849221,0.0,99004.17012621305,8.31,2.4
Landscapes_123_h,0.0,0.3824333905113639,0.0,100759.33881780982,8.15,2.11
Faces_008_h,0.0,0.05085791601706947,0.0,98294.76213492037,5.21,6.0
Objects_001_h,0.0,-1.9729605531875003,0.0,100366.23079991047,2.72,7.15
Objects_014_h,0.0,1.3366086067642051,0.0,101082.39430397113,5.12,5.73
Objects_186_v,0.0,-0.45621614667609645,0.0,100143.32988602146,4.55,4.83
Landscapes_061_h,0.0,0.025932310730385377,0.0,99393.56313690571,4.98,4.59
People_127_h,0.0,-0.26371781231152164,0.0,99182.3741804816,2.15,7.62
Objects_046_h,0.0,0.015905419701174678,0.0,81028.94612435275,5.14,5.71
Animals_056_h,0.0,0.1287185873849433,0.0,333164.0535111617,1.86,7.5
Landscapes_050_h,0.0,0.37669668194602257,0.0,405229.4233753742,6.87,2.98
People_130_h,0.0,0.0925807381180652,0.0,463033.29434995004,7.17,5.74
Landscapes_103_v,0.0,-0.22394986355284088,0.0,465831.4339950351,7.83,2.43
Faces_159_h,0.0,0.19211379560455186,0.0,378269.07941786497,1.93,7.37
Animals_020_h,0.0,-0.14450493456899002,0.0,428276.16273432336,5.34,6.43
Animals_090_h,0.0,-0.5505755345724431,0.0,456354.87252363074,7.44,2.94
Landscapes_067_h,0.0,0.38251252897581794,0.0,458386.36674005137,4.98,4.76
Animals_035_h,0.0,-0.8787573158501419,0.0,455059.4706520373,5.08,6.13
Faces_234_h,0.0,1.27324692797906,0.0,479789.0010439951,7.37,5.76
Landscapes_049_h,0.0,-0.3052813186505681,0.0,501851.89320328936,7.24,2.88
Landscapes_097_v,0.0,0.10962086942907807,0.0,516057.33151639014,7.6,2.71
Faces_134_h,0.0,0.05815898960795454,0.0,533488.5708239703,7.43,5.68
People_038_h,0.0,-0.2631127369345662,0.0,553987.9502615836,1.73,8.5
Landscapes_054_h,0.0,-0.15752257725056815,0.0,560778.832733843,7.6,2.94
Landscapes_104_h,0.0,0.0471220822116478,0.0,519779.2706594333,7.2,2.8
People_208_h,0.0,0.3063734584921986,0.0,498203.4700235505,1.85,7.67
Objects_160_h,0.0,0.05950107132631176,0.0,353046.4080690511,5.41,5.73
People_028_h,0.0,-0.19043861003846171,0.0,290566.52017166815,5.48,6.54
Objects_046_h,0.0,-0.4301046446666668,0.0,292445.98120997933,5.14,5.71
Objects_146_h,0.0,0.3520207547663818,0.0,320906.3918911032,4.48,4.88
Landscapes_061_h,0.0,0.38577643353049657,0.0,313205.5456670657,4.98,4.59
Objects_132_h,0.0,-0.18325340491903422,0.0,295183.12546429544,2.88,6.76
Objects_001_h,0.0,-0.12136277576704552,0.0,331182.31728466984,2.72,7.15
Objects_186_v,0.0,-0.015319839089615955,0.0,304695.1606290483,4.55,4.83
People_211_v,0.0,-1.229548895642959,0.0,302970.1001137082,1.88,7.63
Landscapes_123_h,0.0,1.2051381838977269,0.0,293224.2513949735,8.15,2.11
Faces_008_h,0.0,-4.058571156906116,0.0,277541.1837334756,5.21,6.0
Faces_202_v,0.0,3.8080645196448866,0.0,320272.45277094777,4.56,4.85
People_201_v,0.0,-0.08916880646524825,0.0,336338.081290829,1.87,7.51
Landscapes_120_v,0.0,0.2727936002840909,0.0,322028.87981360685,8.31,2.4
Faces_149_v,0.0,-0.14315517020312515,0.0,333086.6516174181,2.3,7.61
People_110_h,0.0,-0.24692140533948842,0.0,339267.65938289015,8.11,2.68
Objects_014_h,0.0,0.39967186820227923,0.0,265619.80953473947,5.12,5.73
People_198_h,0.0,-0.4503588923011365,0.0,305704.4722560509,1.58,7.56
People_127_h,0.0,0.004250898811133632,0.0,204685.65393409348,2.15,7.62
Faces_159_h,0.0,0.06680513653488632,0.0,242932.73265462622,1.93,7.37
Animals_056_h,0.0,-0.012833300669034068,0.0,242688.3931461815,1.86,7.5
Landscapes_104_h,0.0,0.0857865594826211,0.0,240307.87266438137,7.2,2.8
Landscapes_054_h,0.0,-0.1441343264194326,0.0,247348.1940488923,7.6,2.94
Animals_020_h,0.0,0.17813367856899004,0.0,243109.7264071472,5.34,6.43
Landscapes_049_h,0.0,-0.1846719739117898,0.0,242676.66825919208,7.24,2.88
Animals_035_h,0.0,0.08791147099630683,0.0,245037.82919575268,5.08,6.13
Faces_134_h,0.0,0.024740125870738615,0.0,246423.69196733297,7.43,5.68
People_208_h,0.0,-0.0078578648877841,0.0,244474.34801462025,1.85,7.67
Objects_160_h,0.0,0.0009206823100995793,0.0,238246.60965150155,5.41,5.73
People_130_h,0.0,0.01229653343039769,0.0,240516.89867659597,7.17,5.74
Animals_090_h,0.0,-0.07719801587179485,0.0,235509.37391811877,7.44,2.94
People_038_h,0.0,0.06012038535994318,0.0,232444.18129867763,1.73,8.5
Landscapes_097_v,0.0,-0.0060061854730113695,0.0,234488.38834811206,7.6,2.71
Landscapes_050_h,0.0,0.07950147721818182,0.0,234936.2128847179,6.87,2.98
Faces_234_h,0.0,-0.04574914341418441,0.0,237589.6708016579,7.37,5.76
Landscapes_103_v,0.0,-0.02920046121531913,0.0,236790.8148646251,7.83,2.43
Landscapes_067_h,0.0,0.0030597202341834657,0.0,226270.70030192545,4.98,4.76
Landscapes_061_h,0.0,-0.031245181237037054,0.0,224003.05350117336,4.98,4.59
People_127_h,0.0,-0.09507247265361697,0.0,226542.81829573444,2.15,7.62
Faces_008_h,0.0,0.1041782344034091,0.0,223839.48863945043,5.21,6.0
People_028_h,0.0,0.047385528347017015,0.0,221553.31530225527,5.48,6.54
People_201_v,0.0,-0.03269101016073963,0.0,223075.51506214213,1.87,7.51
People_211_v,0.0,-0.1632465653897582,0.0,223793.83099471632,1.88,7.63
Objects_046_h,0.0,-0.03440296854403411,0.0,215823.52231807777,5.14,5.71
Objects_001_h,0.0,0.10392110017211954,0.0,219836.8376803367,2.72,7.15
Objects_146_h,0.0,0.19666003674715904,0.0,220193.0095366437,4.48,4.88
Landscapes_123_h,0.0,-0.2776263678698863,0.0,219884.4700825923,8.15,2.11
People_198_h,0.0,0.27207904521448867,0.0,211067.89513219584,1.58,7.56
Objects_186_v,0.0,-0.2704675517366477,0.0,211840.51982122014,4.55,4.83
Landscapes_120_v,0.0,0.11511425162162164,0.0,212601.1924163908,8.31,2.4
Faces_202_v,0.0,0.08998016993039769,0.0,217148.339912431,4.56,4.85
Objects_132_h,0.0,-0.042612554821022726,0.0,213814.59178710845,2.88,6.76
People_110_h,0.0,-0.17532682245390072,0.0,211384.7986983571,8.11,2.68
Objects_014_h,0.0,0.32882018693029874,0.0,203976.76042647398,5.12,5.73
Faces_149_v,0.0,0.0011135597959490893,0.0,162913.13435151585,2.3,7.61
Faces_234_h,0.0,-0.04031571316685638,0.0,0.1782383368181818,7.37,5.76
Animals_090_h,0.0,0.017185442206258884,0.0,0.18720117909090908,7.44,2.94
Faces_134_h,0.0,-0.23771726294316317,0.0,0.19086779727272726,7.43,5.68
Landscapes_097_v,0.0,0.026955937564538852,0.0,0.19019849181818183,7.6,2.71
Landscapes_049_h,0.0,0.14804862787528414,0.0,0.19281750386363636,7.24,2.88
People_130_h,0.0,0.07481146556031293,0.0,0.19191540136363636,7.17,5.74
Faces_159_h,0.0,-0.36913559026377846,0.0,0.19121699840909087,1.93,7.37
Objects_160_h,0.0,0.2394031167069701,0.0,0.18664827636363635,5.41,5.73
Animals_056_h,0.0,-0.23111477167659586,0.0,0.1902275925,1.86,7.5
People_038_h,0.0,0.16514939393333328,0.0,0.19401060977272727,1.73,8.5
Landscapes_103_v,0.0,-0.03688946547083932,0.0,0.19616401886363635,7.83,2.43
Landscapes_067_h,0.0,-0.37283640075675667,0.0,0.2211319379545455,4.98,4.76
Animals_035_h,0.0,0.5123842422009943,0.0,0.2916415615909091,5.08,6.13
Landscapes_054_h,0.0,-0.02800339900853483,0.0,0.34754292409090914,7.6,2.94
Landscapes_050_h,0.0,-0.2814126409943182,0.0,0.4578615309090909,6.87,2.98
People_208_h,0.0,0.08710712811489366,0.0,0.5071862618181817,1.85,7.67
Landscapes_104_h,0.0,0.1635645881335227,0.0,0.5981532877272727,7.2,2.8
Animals_020_h,0.0,-0.04508417301028573,0.0,0.6551546705487804,5.34,6.43
People_198_h,0.0,0.302444218065434,0.0,0.7647563590909091,1.58,7.56
Faces_149_v,0.0,0.006037660444602269,0.0,0.7873671649999999,2.3,7.61
Objects_132_h,0.0,-0.3346527628762446,0.0,0.8033431329545454,2.88,6.76
People_201_v,0.0,0.17289661598014194,0.0,0.7987744186363638,1.87,7.51
Objects_046_h,0.0,-0.030828624211948732,0.0,0.9026036968181818,5.14,5.71
Objects_146_h,0.0,0.12224438026562492,0.0,0.79790141,4.48,4.88
People_127_h,0.0,-0.36275573474431827,0.0,0.7652510520454547,2.15,7.62
Objects_001_h,0.0,0.2348936539943183,0.0,0.7783461245454546,2.72,7.15
Faces_202_v,0.0,-0.05740967688421051,0.0,0.7827111470454544,4.56,4.85
Landscapes_061_h,0.0,0.37894768158748227,0.0,0.7422328538636365,4.98,4.59
People_028_h,0.0,0.07261396924255328,0.0,0.7151697302272728,5.48,6.54
People_211_v,0.0,-0.266409856577305,0.0,0.7120269213636363,1.88,7.63
Faces_008_h,0.0,-0.027264029688034187,0.0,0.6932282309090908,5.21,6.0
Objects_186_v,0.0,-0.0979642106768135,0.0,0.664419095,4.55,4.83
People_110_h,0.0,0.003981670025641091,0.0,0.6516955634883721,8.11,2.68
Landscapes_120_v,0.0,-0.09677040723295453,0.0,0.6314486420454545,8.31,2.4
Objects_014_h,0.0,0.2552283334943182,0.0,0.6545832504545455,5.12,5.73
Landscapes_123_h,0.0,0.005799918754878038,0.0,0.7309784978639638,8.15,2.11
Landscapes_097_v,0,0,0,0,7.6,2.71
Landscapes_104_h,0,0,0,0,7.2,2.8
Animals_090_h,0,0,0,0,7.44,2.94
Animals_020_h,0,0,0,0,5.34,6.43
Landscapes_049_h,0,0,0,0,7.24,2.88
Landscapes_067_h,0,0,0,0,4.98,4.76
Landscapes_050_h,0,0,0,0,6.87,2.98
Faces_159_h,0,0,0,0,1.93,7.37
Animals_056_h,0,0,0,0,1.86,7.5
Animals_035_h,0,0,0,0,5.08,6.13
People_038_h,0,0,0,0,1.73,8.5
Faces_234_h,0,0,0,0,7.37,5.76
People_208_h,0,0,0,0,1.85,7.67
Landscapes_054_h,0,0,0,0,7.6,2.94
Landscapes_103_v,0,0,0,0,7.83,2.43
Faces_134_h,0,0,0,0,7.43,5.68
People_130_h,0,0,0,0,7.17,5.74
Objects_160_h,0,0,0,0,5.41,5.73
Objects_186_v,0,0,0,0,4.55,4.83
Objects_132_h,0,0,0,0,2.88,6.76
Faces_008_h,0,0,0,0,5.21,6.0
People_110_h,0,0,0,0,8.11,2.68
People_211_v,0,0,0,0,1.88,7.63
Faces_149_v,0,0,0,0,2.3,7.61
People_198_h,0,0,0,0,1.58,7.56
Landscapes_120_v,0,0,0,0,8.31,2.4
Objects_146_h,0,0,0,0,4.48,4.88
Objects_001_h,0,0,0,0,2.72,7.15
Objects_014_h,0,0,0,0,5.12,5.73
People_028_h,0,0,0,0,5.48,6.54
People_127_h,0,0,0,0,2.15,7.62
People_201_v,0,0,0,0,1.87,7.51
Faces_202_v,0,0,0,0,4.56,4.85
Landscapes_061_h,0,0,0,0,4.98,4.59
Landscapes_123_h,0,0,0,0,8.15,2.11
Objects_046_h,0,0,0,0,5.14,5.71
Landscapes_050_h,0.0,0.144248080290185,0.0,173993.32963672953,6.87,2.98
Faces_134_h,0.0,-0.786233744364539,0.0,175228.76212344473,7.43,5.68
People_130_h,0.0,1.694237374986182,0.0,180769.9386558498,7.17,5.74
Landscapes_103_v,0.0,-1.3365006019743955,0.0,177012.3489719573,7.83,2.43
Landscapes_054_h,0.0,-0.11033731424289767,0.0,183776.9784779983,7.6,2.94
Landscapes_067_h,0.0,0.31665768812992895,0.0,183549.62468673542,4.98,4.76
Objects_160_h,0.0,-1.0292912521605115,0.0,183949.80658101724,5.41,5.73
Faces_159_h,0.0,1.1170394947855113,0.0,187174.9901061026,1.93,7.37
Landscapes_049_h,0.0,-0.127621394635461,0.0,190078.73307048407,7.24,2.88
Landscapes_097_v,0.0,-0.1404427404594595,0.0,192539.8918214544,7.6,2.71
Landscapes_104_h,0.0,0.2895080281134752,0.0,192260.27349966357,7.2,2.8
Animals_035_h,0.0,-0.3535667642347084,0.0,193603.86424123068,5.08,6.13
Animals_056_h,0.0,0.06921242326246461,0.0,191216.78090446687,1.86,7.5
Animals_090_h,0.0,-0.039267174754415955,0.0,193643.13731986342,7.44,2.94
Animals_020_h,0.0,0.01846688585815596,0.0,196727.4610734891,5.34,6.43
Faces_234_h,0.0,0.018147712578124944,0.0,198828.55958855944,7.37,5.76
People_208_h,0.0,0.1548551565014245,0.0,198292.16590428332,1.85,7.67
People_038_h,0.0,-0.05610007069794367,0.0,201883.94203017937,1.73,8.5
Objects_014_h,0.0,0.3095484093665242,0.0,201993.0662199559,5.12,5.73
Objects_146_h,0.0,-0.2731046724247159,0.0,200476.48331637087,4.48,4.88
Landscapes_123_h,0.0,-0.003144174222695027,0.0,187476.60568674057,8.15,2.11
People_198_h,0.0,0.1153181974234042,0.0,195804.94220479485,1.58,7.56
Faces_008_h,0.0,0.16266344172151925,0.0,199782.94706468753,5.21,6.0
Objects_132_h,0.0,-0.15003665632784086,0.0,189691.59454724911,2.88,6.76
Objects_046_h,0.0,-0.19986403003764208,0.0,192568.70167534373,5.14,5.71
People_201_v,0.0,0.14142797572617352,0.0,194945.15451265383,1.87,7.51
Faces_202_v,0.0,-0.09036112264630682,0.0,196038.19168539622,4.56,4.85
People_127_h,0.0,0.08822621089900426,0.0,196634.6239899899,2.15,7.62
People_110_h,0.0,0.0336267066946023,0.0,188076.09892827645,8.11,2.68
People_211_v,0.0,0.2729299089089616,0.0,191909.00333747972,1.88,7.63
Objects_186_v,0.0,-0.00794003734751773,0.0,189255.0717328134,4.55,4.83
People_028_h,0.0,-0.546578694059007,0.0,179736.7719341196,5.48,6.54
Landscapes_061_h,0.0,0.39596546014671413,0.0,167279.1252803828,4.98,4.59
Faces_149_v,0.0,-0.5435786899630682,0.0,169576.06020290704,2.3,7.61
Landscapes_120_v,0.0,0.3519009559375886,0.0,158412.57095338395,8.31,2.4
Objects_001_h,0.0,0.023215478530137175,0.0,157911.5958035232,2.72,7.15
People_208_h,0.0,-0.12748668295441598,0.0,0.003957630699999999,1.85,7.67
Landscapes_049_h,0.0,-0.04054336153508522,0.0,0.005121636045454545,7.24,2.88
Faces_234_h,0.0,0.16353885079290778,0.0,0.005674538586363637,7.37,5.76
People_130_h,0.0,-0.01968726285920683,0.0,0.004947035227272727,7.17,5.74
Landscapes_097_v,0.0,-0.07721128410484333,0.0,0.00468513404090909,7.6,2.71
Faces_159_h,0.0,0.06148201133570412,0.0,0.0038412301454545453,1.93,7.37
Objects_160_h,0.0,-0.05330764967045456,0.0,0.003230127318181819,5.41,5.73
Faces_134_h,0.0,0.10220307725870735,0.0,0.007362346465909091,7.43,5.68
Landscapes_067_h,0.0,-0.08254345780397729,0.0,0.019904504795454546,4.98,4.76
Animals_090_h,0.0,0.029668865126600292,0.0,0.03469007955813954,7.44,2.94
Landscapes_104_h,0.0,-0.022440187412642053,0.0,0.04589092531818182,7.2,2.8
Landscapes_054_h,0.0,-0.003917076443181794,0.0,0.055610370022727264,7.6,2.94
Animals_020_h,0.0,0.10594411593323864,0.0,0.06524251465909091,5.34,6.43
People_038_h,0.0,-0.16705011863234043,0.0,0.06891430511111112,1.73,8.5
Animals_056_h,0.0,0.08017741907539117,0.0,0.06751232613636363,1.86,7.5
